campus,curso,ano,incritos_vest,incritos_sisu,incritos_provare,ingressantes_vest,ingressantes_sisu,ingressantes_provare,ingressantes_geral,primeiro_ano,segundo_ano,terceiro_ano,quarto_ano,quinto_ano,sexto_ano,ano_minino,vagas,ocupação,formados_geral,formados_min,Permanencia
CCSC,Curso: Matemática - 40 vagas noturno - 4 anos - Cascavel,2021.0,32.0,36.0,,11.0,10.0,9.0,30.0,41.0,21.0,15.0,15.0,,,2018.0,40,110.0,9.0,3.0,1.4375
CCSC,Curso: Matemática - 40 vagas noturno - 4 anos - Cascavel,2022.0,37.0,22.0,51.0,22.0,5.0,13.0,40.0,47.0,26.0,18.0,15.0,,,2019.0,40,104.0,4.0,1.0,1.65625
CCSC,Curso: Matemática - 40 vagas noturno - 4 anos - Cascavel,2023.0,36.0,45.0,,15.0,9.0,18.0,42.0,55.0,11.0,20.0,19.0,,,2020.0,40,97.0,7.0,1.0,1.640625
CCSC,Curso: Matemática - 40 vagas noturno - 4 anos - Cascavel,2024.0,51.0,59.0,,23.0,13.0,4.0,40.0,41.0,19.0,10.0,23.0,,,2021.0,40,110.0,9.0,4.0,1.453125
CCSC,Curso: Matemática - 40 vagas noturno - 4 anos - Cascavel,2025.0,69.0,,,,,,0.0,50.0,19.0,22.0,19.0,,,2022.0,40,87.0,,,1.71875
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
CCSC,Curso: Medicina - 40 vagas - integral - 6 anos - Cascavel,2009.0,2272.0,,,43.0,,,43.0,42.0,42.0,47.0,40.0,39.0,44.0,2004.0,40.0,,43.0,37.0,1.058333333
CCSC,Curso: Medicina - 40 vagas - integral - 6 anos - Cascavel,2010.0,2410.0,,,42.0,,,42.0,45.0,43.0,40.0,47.0,47.0,33.0,2005.0,40.0,,34.0,30.0,1.0625
CCSC,Curso: Medicina - 40 vagas - integral - 6 anos - Cascavel,2011.0,2954.0,,,40.0,,,40.0,46.0,43.0,39.0,41.0,47.0,45.0,2006.0,40.0,,42.0,33.0,1.0875
CCSC,Curso: Medicina - 40 vagas - integral - 6 anos - Cascavel,2012.0,2210.0,,,45.0,,,45.0,44.0,49.0,35.0,38.0,41.0,47.0,2007.0,40.0,162.0,43.0,34.0,1.058333333
CCSC,Curso: Medicina - 40 vagas - integral - 6 anos - Cascavel,2013.0,2129.0,,,40.0,,,40.0,47.0,41.0,53.0,31.0,42.0,39.0,2008.0,40.0,154.0,44.0,36.0,1.054166667
CCSC,Curso: Medicina - 40 vagas - integral - 6 anos - Cascavel,2014.0,2053.0,1583.0,,20.0,20.0,,40.0,46.0,45.0,41.0,49.0,33.0,35.0,2009.0,40.0,197.0,34.0,29.0,1.0375
CCSC,Curso: Medicina - 40 vagas - integral - 6 anos - Cascavel,2015.0,1476.0,1.266,,20.0,20.0,,40.0,46.0,44.0,40.0,43.0,49.0,34.0,2010.0,40.0,169.0,32.0,26.0,1.066666667
CCSC,Curso: Medicina - 40 vagas - integral - 6 anos - Cascavel,2016.0,2742.0,438.0,,20.0,20.0,,40.0,43.0,42.0,47.0,37.0,43.0,48.0,2011.0,40.0,169.0,46.0,35.0,1.083333333
CCSC,Curso: Medicina - 40 vagas - integral - 6 anos - Cascavel,2017.0,2560.0,1008.0,,20.0,20.0,,40.0,46.0,43.0,41.0,42.0,42.0,40.0,2012.0,40.0,179.0,43.0,33.0,1.058333333
CCSC,Curso: Medicina - 40 vagas - integral - 6 anos - Cascavel,2018.0,2839.0,1296.0,,20.0,20.0,,40.0,42.0,44.0,43.0,41.0,42.0,37.0,2013.0,40.0,170.0,37.0,32.0,1.0375
CCSC,Curso: Medicina - 40 vagas - integral - 6 anos - Cascavel,2019.0,3161.0,977.0,,20.0,20.0,,40.0,43.0,44.0,43.0,43.0,40.0,42.0,2014.0,40.0,172.0,42.0,35.0,1.0625
CCSC,Curso: Medicina - 40 vagas - integral - 6 anos - Cascavel,2020.0,2859.0,1876.0,,21.0,19.0,,40.0,45.0,44.0,45.0,43.0,40.0,40.0,2015.0,40.0,176.0,40.0,35.0,1.070833333
CCSC,Curso: Medicina - 40 vagas - integral - 6 anos - Cascavel,2021.0,3976.0,,2580.0,17.0,13.0,4.0,34.0,35.0,44.0,44.0,43.0,44.0,39.0,2016.0,40.0,174.0,39.0,33.0,1.0375
CCSC,Curso: Medicina - 40 vagas - integral - 6 anos - Cascavel,2022.0,4424.0,2188.0,0.0,26.0,19.0,0.0,45.0,46.0,31.0,45.0,43.0,43.0,42.0,2017.0,40.0,174.0,42.0,36.0,1.041666667
CCSC,Curso: Medicina - 40 vagas - integral - 6 anos - Cascavel,2023.0,2499.0,1335.0,,27.0,20.0,,47.0,47.0,54.0,35.0,45.0,41.0,43.0,2018.0,40.0,179.0,42.0,38.0,1.104166667
CCSC,Curso: Medicina - 40 vagas - integral - 6 anos - Cascavel,2024.0,3149.0,1430.0,,26.0,20.0,,46.0,48.0,47.0,53.0,34.0,46.0,41.0,2019.0,40.0,135.0,39.0,35.0,1.120833333
CCSC,Curso: Medicina - 40 vagas - integral - 6 anos - Cascavel,2025.0,3138.0,,,,,,0.0,47.0,50.0,46.0,52.0,35.0,48.0,2020.0,40.0,205.0,,,1.158333333
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
CCSC,Curso: Odontologia - 40 vagas -integral - 5 anos - Cascavel,2009.0,598.0,,,40.0,,,40.0,42.0,42.0,37.0,37.0,43.0,,2005.0,40.0,,40.0,35.0,0.79
CCSC,Curso: Odontologia - 40 vagas -integral - 5 anos - Cascavel,2010.0,583.0,,,41.0,,,41.0,41.0,40.0,37.0,38.0,38.0,,2006.0,40.0,,36.0,31.0,0.78
CCSC,Curso: Odontologia - 40 vagas -integral - 5 anos - Cascavel,2011.0,503.0,,,40.0,,,40.0,42.0,44.0,39.0,36.0,37.0,,2007.0,40.0,,37.0,33.0,0.805
CCSC,Curso: Odontologia - 40 vagas -integral - 5 anos - Cascavel,2012.0,535.0,,,40.0,,,40.0,42.0,41.0,38.0,42.0,38.0,,2008.0,40.0,163.0,39.0,35.0,0.815
CCSC,Curso: Odontologia - 40 vagas -integral - 5 anos - Cascavel,2013.0,574.0,,,40.0,,,40.0,41.0,40.0,39.0,40.0,42.0,,2009.0,40.0,163.0,38.0,32.0,0.8
CCSC,Curso: Odontologia - 40 vagas -integral - 5 anos - Cascavel,2014.0,532.0,1348.0,,21.0,19.0,,40.0,39.0,41.0,38.0,40.0,41.0,,2010.0,40.0,162.0,37.0,33.0,0.79
CCSC,Curso: Odontologia - 40 vagas -integral - 5 anos - Cascavel,2015.0,515.0,1.419,,20.0,20.0,,40.0,39.0,35.0,39.0,40.0,43.0,,2011.0,40.0,160.0,37.0,32.0,0.765
CCSC,Curso: Odontologia - 40 vagas -integral - 5 anos - Cascavel,2016.0,540.0,535.0,,20.0,20.0,,40.0,41.0,38.0,37.0,39.0,42.0,,2012.0,40.0,160.0,42.0,36.0,0.775
CCSC,Curso: Odontologia - 40 vagas -integral - 5 anos - Cascavel,2017.0,565.0,1119.0,,20.0,20.0,,40.0,41.0,36.0,38.0,35.0,42.0,,2013.0,40.0,146.0,39.0,35.0,0.75
CCSC,Curso: Odontologia - 40 vagas -integral - 5 anos - Cascavel,2018.0,569.0,1055.0,,20.0,20.0,,40.0,40.0,40.0,37.0,38.0,36.0,,2014.0,40.0,153.0,32.0,28.0,0.775
CCSC,Curso: Odontologia - 40 vagas -integral - 5 anos - Cascavel,2019.0,519.0,738.0,,20.0,20.0,,40.0,39.0,45.0,39.0,35.0,38.0,,2015.0,40.0,149.0,34.0,30.0,0.79
CCSC,Curso: Odontologia - 40 vagas -integral - 5 anos - Cascavel,2020.0,421.0,1029.0,,28.0,15.0,,43.0,43.0,38.0,42.0,35.0,35.0,,2016.0,40.0,155.0,31.0,28.0,0.79
CCSC,Curso: Odontologia - 40 vagas -integral - 5 anos - Cascavel,2021.0,405.0,815.0,,17.0,4.0,14.0,35.0,35.0,33.0,36.0,43.0,39.0,,2017.0,40.0,170.0,34.0,26.0,0.735
CCSC,Curso: Odontologia - 40 vagas -integral - 5 anos - Cascavel,2022.0,348.0,633.0,0.0,30.0,5.0,0.0,35.0,36.0,35.0,31.0,37.0,44.0,,2018.0,40.0,150.0,45.0,39.0,0.695
CCSC,Curso: Odontologia - 40 vagas -integral - 5 anos - Cascavel,2023.0,295.0,656.0,,27.0,20.0,,47.0,48.0,45.0,32.0,33.0,36.0,,2019.0,40.0,140.0,34.0,32.0,0.79
CCSC,Curso: Odontologia - 40 vagas -integral - 5 anos - Cascavel,2024.0,253.0,670.0,,25.0,20.0,,45.0,47.0,43.0,41.0,35.0,32.0,,2020.0,40.0,137.0,32.0,28.0,0.83
CCSC,Curso: Odontologia - 40 vagas -integral - 5 anos - Cascavel,2025.0,252.0,,,,,,0.0,47.0,45.0,36.0,40.0,34.0,,2021.0,40.0,162.0,,,0.84
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
CCSC,Curso: Pedagogia - 40 vagas- Matutino - 4 anos - Cascavel,2009.0,144.0,,,42.0,,,42.0,38.0,45.0,39.0,32.0,,,2006.0,40,,33.0,27.0,2.566666667
CCSC,Curso: Pedagogia - 40 vagas- Matutino - 4 anos - Cascavel,2010.0,104.0,,,38.0,,,38.0,41.0,35.0,38.0,31.0,,,2007.0,40,,29.0,27.0,2.416666667
CCSC,Curso: Pedagogia - 40 vagas- Matutino - 4 anos - Cascavel,2011.0,130.0,,,40.0,,,40.0,36.0,39.0,37.0,35.0,,,2008.0,40,,32.0,26.0,2.45
CCSC,Curso: Pedagogia - 40 vagas- Matutino - 4 anos - Cascavel,2012.0,87.0,,,40.0,,,40.0,41.0,32.0,41.0,35.0,,,2009.0,40,145.0,28.0,23.0,2.483333333
CCSC,Curso: Pedagogia - 40 vagas- Matutino - 4 anos - Cascavel,2013.0,118.0,,,40.0,,,40.0,42.0,35.0,26.0,37.0,,,2010.0,40,158.0,25.0,22.0,2.333333333
CCSC,Curso: Pedagogia - 40 vagas- Matutino - 4 anos - Cascavel,2014.0,103.0,445.0,,22.0,20.0,,42.0,41.0,42.0,37.0,27.0,,,2011.0,40,121.0,27.0,21.0,2.296875
CCSC,Curso: Pedagogia - 40 vagas- Matutino - 4 anos - Cascavel,2015.0,86.0,386.0,,21.0,19.0,,40.0,41.0,40.0,40.0,30.0,,,2012.0,40,143.0,25.0,19.0,2.359375
CCSC,Curso: Pedagogia - 40 vagas- Matutino - 4 anos - Cascavel,2016.0,96.0,165.0,,20.0,20.0,,40.0,38.0,41.0,31.0,44.0,,,2013.0,40,168.0,37.0,27.0,2.40625
CCSC,Curso: Pedagogia - 40 vagas- Matutino - 4 anos - Cascavel,2017.0,83.0,377.0,,21.0,19.0,,40.0,42.0,39.0,36.0,31.0,,,2014.0,40,143.0,32.0,22.0,2.3125
CCSC,Curso: Pedagogia - 40 vagas- Matutino - 4 anos - Cascavel,2018.0,91.0,299.0,,20.0,20.0,,40.0,35.0,41.0,36.0,33.0,,,2015.0,40,151.0,29.0,22.0,2.265625
CCSC,Curso: Pedagogia - 40 vagas- Matutino - 4 anos - Cascavel,2019.0,61.0,262.0,,20.0,20.0,,40.0,44.0,31.0,34.0,33.0,,,2016.0,40,146.0,28.0,21.0,2.21875
CCSC,Curso: Pedagogia - 40 vagas- Matutino - 4 anos - Cascavel,2020.0,68.0,281.0,,14.0,16.0,,30.0,37.0,28.0,21.0,36.0,,,2017.0,40,153.0,30.0,23.0,1.90625
CCSC,Curso: Pedagogia - 40 vagas- Matutino - 4 anos - Cascavel,2021.0,30.0,67.0,,23.0,6.0,11.0,40.0,31.0,22.0,21.0,23.0,,,2018.0,40,110.0,17.0,15.0,1.515625
CCSC,Curso: Pedagogia - 40 vagas- Matutino - 4 anos - Cascavel,2022.0,43.0,59.0,64.0,28.0,3.0,7.0,38.0,40.0,23.0,24.0,24.0,,,2019.0,40,117.0,21.0,16.0,1.734375
CCSC,Curso: Pedagogia - 40 vagas- Matutino - 4 anos - Cascavel,2023.0,32.0,56.0,,13.0,10.0,20.0,43.0,46.0,33.0,23.0,25.0,,,2020.0,40,108.0,21.0,19.0,1.984375
CCSC,Curso: Pedagogia - 40 vagas- Matutino - 4 anos - Cascavel,2024.0,114.0,81.0,,24.0,9.0,1.0,34.0,46.0,34.0,22.0,25.0,,,2021.0,40,102.0,21.0,20.0,1.984375
CCSC,Curso: Pedagogia - 40 vagas- Matutino - 4 anos - Cascavel,2025.0,148.0,,,,,,0.0,43.0,29.0,33.0,25.0,,,2022.0,40,120.0,,,2.03125
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
CCSC,Curso: Pedagogia - 40 vagas noturno - 4 anos - Cascavel,2009.0,204.0,,,38.0,,,38.0,43.0,40.0,37.0,42.0,,,2006.0,40,,34.0,26.0,2.7
CCSC,Curso: Pedagogia - 40 vagas noturno - 4 anos - Cascavel,2010.0,175.0,,,42.0,,,42.0,53.0,42.0,36.0,35.0,,,2007.0,40,,34.0,30.0,2.766666667
CCSC,Curso: Pedagogia - 40 vagas noturno - 4 anos - Cascavel,2011.0,210.0,,,41.0,,,41.0,44.0,44.0,35.0,36.0,,,2008.0,40,,25.0,19.0,2.65
CCSC,Curso: Pedagogia - 40 vagas noturno - 4 anos - Cascavel,2012.0,145.0,,,40.0,,,40.0,44.0,48.0,41.0,35.0,,,2009.0,40,155.0,25.0,19.0,2.8
CCSC,Curso: Pedagogia - 40 vagas noturno - 4 anos - Cascavel,2013.0,208.0,,,41.0,,,41.0,42.0,39.0,44.0,37.0,,,2010.0,40,175.0,27.0,20.0,2.7
CCSC,Curso: Pedagogia - 40 vagas noturno - 4 anos - Cascavel,2014.0,157.0,781.0,,21.0,20.0,,41.0,42.0,49.0,35.0,42.0,,,2011.0,40,178.0,41.0,26.0,2.625
CCSC,Curso: Pedagogia - 40 vagas noturno - 4 anos - Cascavel,2015.0,124.0,737.0,,22.0,18.0,,40.0,37.0,36.0,45.0,35.0,,,2012.0,40,153.0,34.0,23.0,2.390625
CCSC,Curso: Pedagogia - 40 vagas noturno - 4 anos - Cascavel,2016.0,182.0,247.0,,19.0,21.0,,40.0,44.0,40.0,39.0,35.0,,,2013.0,40,171.0,29.0,25.0,2.46875
CCSC,Curso: Pedagogia - 40 vagas noturno - 4 anos - Cascavel,2017.0,167.0,700.0,,19.0,21.0,,40.0,44.0,40.0,35.0,39.0,,,2014.0,40,156.0,26.0,20.0,2.46875
CCSC,Curso: Pedagogia - 40 vagas noturno - 4 anos - Cascavel,2018.0,189.0,476.0,,20.0,20.0,,40.0,48.0,40.0,28.0,44.0,,,2015.0,40,156.0,32.0,17.0,2.5
CCSC,Curso: Pedagogia - 40 vagas noturno - 4 anos - Cascavel,2019.0,164.0,367.0,,20.0,20.0,,40.0,44.0,37.0,42.0,30.0,,,2016.0,40,142.0,26.0,21.0,2.390625
CCSC,Curso: Pedagogia - 40 vagas noturno - 4 anos - Cascavel,2020.0,130.0,436.0,,27.0,,,27.0,38.0,39.0,39.0,41.0,,,2017.0,40,167.0,33.0,23.0,2.453125
CCSC,Curso: Pedagogia - 40 vagas noturno - 4 anos - Cascavel,2021.0,64.0,101.0,,29.0,15.0,9.0,53.0,47.0,31.0,30.0,36.0,,,2018.0,10,160.0,29.0,24.0,2.25
CCSC,Curso: Pedagogia - 40 vagas noturno - 4 anos - Cascavel,2022.0,96.0,81.0,257.0,26.0,12.0,10.0,48.0,52.0,40.0,27.0,38.0,,,2019.0,40,151.0,27.0,24.0,2.453125
CCSC,Curso: Pedagogia - 40 vagas noturno - 4 anos - Cascavel,2023.0,88.0,106.0,,28.0,15.0,,43.0,44.0,42.0,33.0,29.0,,,2020.0,40,125.0,24.0,19.0,2.3125
CCSC,Curso: Pedagogia - 40 vagas noturno - 4 anos - Cascavel,2024.0,72.0,154.0,,28.0,18.0,1.0,47.0,47.0,36.0,41.0,35.0,,,2021.0,40,155.0,25.0,23.0,2.484375
CCSC,Curso: Pedagogia - 40 vagas noturno - 4 anos - Cascavel,2025.0,65.0,,,,,,0.0,40.0,56.0,32.0,43.0,,,2022.0,40,178.0,,,2.671875
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
CCSC,Curso:  Superior de Tecnologia em Design Educacional - Tecnologo = 40 vagas noturno 3 anos - Cascavel,2009.0,0.0,,,0.0,,,0.0,0.0,0.0,0.0,0.0,,,2006.0,40,,0.0,0.0,0.0
CCSC,Curso:  Superior de Tecnologia em Design Educacional - Tecnologo = 40 vagas noturno 3 anos - Cascavel,2010.0,0.0,,,0.0,,,0.0,0.0,0.0,0.0,0.0,,,2007.0,40,,0.0,0.0,0.0
CCSC,Curso:  Superior de Tecnologia em Design Educacional - Tecnologo = 40 vagas noturno 3 anos - Cascavel,2011.0,0.0,,,0.0,,,0.0,0.0,0.0,0.0,0.0,,,2008.0,40,,0.0,0.0,0.0
CCSC,Curso:  Superior de Tecnologia em Design Educacional - Tecnologo = 40 vagas noturno 3 anos - Cascavel,2012.0,0.0,,,0.0,,,0.0,0.0,0.0,0.0,0.0,,,2009.0,40,0.0,0.0,0.0,0.0
CCSC,Curso:  Superior de Tecnologia em Design Educacional - Tecnologo = 40 vagas noturno 3 anos - Cascavel,2013.0,0.0,,,0.0,,,0.0,0.0,0.0,0.0,0.0,,,2010.0,40,0.0,0.0,0.0,0.0
CCSC,Curso:  Superior de Tecnologia em Design Educacional - Tecnologo = 40 vagas noturno 3 anos - Cascavel,2014.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,2011.0,40,0.0,0.0,0.0,0.0
CCSC,Curso:  Superior de Tecnologia em Design Educacional - Tecnologo = 40 vagas noturno 3 anos - Cascavel,2015.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,2012.0,40,0.0,0.0,0.0,0.0
CCSC,Curso:  Superior de Tecnologia em Design Educacional - Tecnologo = 40 vagas noturno 3 anos - Cascavel,2016.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,2013.0,40,0.0,0.0,0.0,0.0
CCSC,Curso:  Superior de Tecnologia em Design Educacional - Tecnologo = 40 vagas noturno 3 anos - Cascavel,2017.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,2014.0,40,0.0,0.0,0.0,0.0
CCSC,Curso:  Superior de Tecnologia em Design Educacional - Tecnologo = 40 vagas noturno 3 anos - Cascavel,2018.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,2015.0,40,0.0,0.0,0.0,0.0
CCSC,Curso:  Superior de Tecnologia em Design Educacional - Tecnologo = 40 vagas noturno 3 anos - Cascavel,2019.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,2016.0,40,0.0,0.0,0.0,0.0
CCSC,Curso:  Superior de Tecnologia em Design Educacional - Tecnologo = 40 vagas noturno 3 anos - Cascavel,2020.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,2017.0,40,0.0,0.0,0.0,0.0
CCSC,Curso:  Superior de Tecnologia em Design Educacional - Tecnologo = 40 vagas noturno 3 anos - Cascavel,2021.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2018.0,40,0.0,0.0,0.0,0.0
CCSC,Curso:  Superior de Tecnologia em Design Educacional - Tecnologo = 40 vagas noturno 3 anos - Cascavel,2022.0,0.0,,,0.0,,,0.0,0.0,0.0,0.0,0.0,,,2019.0,40,0.0,0.0,0.0,0.0
CCSC,Curso:  Superior de Tecnologia em Design Educacional - Tecnologo = 40 vagas noturno 3 anos - Cascavel,2023.0,0.0,,,0.0,,,0.0,0.0,0.0,0.0,0.0,,,2020.0,40,0.0,0.0,0.0,0.0
CCSC,Curso:  Superior de Tecnologia em Design Educacional - Tecnologo = 40 vagas noturno 3 anos - Cascavel,2024.0,0.0,,,0.0,,,0.0,0.0,0.0,0.0,0.0,,,2021.0,40,0.0,0.0,0.0,0.0
CCSC,Curso:  Superior de Tecnologia em Design Educacional - Tecnologo = 40 vagas noturno 3 anos - Cascavel,2025.0,,,,,,,0.0,37.0,,,,,,2022.0,,0.0,,,0.578125
CFOZ,Curso: Administração = 40 vagas 4 anos Noturno - Foz do Iguaçu,2009.0,279.0,,,40.0,,,40.0,38.0,36.0,43.0,39.0,,,2006.0,40.0,,25.0,21.0,0.975
CFOZ,Curso: Administração = 40 vagas 4 anos Noturno - Foz do Iguaçu,2010.0,278.0,,,40.0,,,40.0,42.0,47.0,35.0,43.0,,,2007.0,40.0,,28.0,21.0,1.04375
CFOZ,Curso: Administração = 40 vagas 4 anos Noturno - Foz do Iguaçu,2011.0,304.0,,,40.0,,,40.0,37.0,42.0,37.0,41.0,,,2008.0,40.0,,27.0,15.0,0.98125
CFOZ,Curso: Administração = 40 vagas 4 anos Noturno - Foz do Iguaçu,2012.0,221.0,,,40.0,,,40.0,42.0,45.0,46.0,28.0,,,2009.0,40.0,150.0,17.0,9.0,1.00625
CFOZ,Curso: Administração = 40 vagas 4 anos Noturno - Foz do Iguaçu,2013.0,283.0,,,41.0,,,41.0,46.0,47.0,35.0,41.0,,,2010.0,40.0,171.0,26.0,17.0,1.05625
CFOZ,Curso: Administração = 40 vagas 4 anos Noturno - Foz do Iguaçu,2014.0,176.0,678.0,,21.0,19.0,,40.0,53.0,46.0,34.0,30.0,,,2011.0,40.0,147.0,27.0,15.0,1.01875
CFOZ,Curso: Administração = 40 vagas 4 anos Noturno - Foz do Iguaçu,2015.0,171.0,716.0,,22.0,20.0,,42.0,45.0,38.0,42.0,30.0,,,2012.0,40.0,153.0,16.0,9.0,0.96875
CFOZ,Curso: Administração = 40 vagas 4 anos Noturno - Foz do Iguaçu,2016.0,155.0,218.0,,20.0,20.0,,40.0,43.0,45.0,36.0,33.0,,,2013.0,40.0,167.0,11.0,7.0,0.98125
CFOZ,Curso: Administração = 40 vagas 4 anos Noturno - Foz do Iguaçu,2017.0,120.0,634.0,,20.0,20.0,,40.0,50.0,33.0,38.0,43.0,,,2014.0,40.0,170.0,24.0,7.0,1.025
CFOZ,Curso: Administração = 40 vagas 4 anos Noturno - Foz do Iguaçu,2018.0,136.0,560.0,,20.0,20.0,,40.0,45.0,38.0,32.0,46.0,,,2015.0,40.0,174.0,26.0,13.0,1.00625
CFOZ,Curso: Administração = 40 vagas 4 anos Noturno - Foz do Iguaçu,2019.0,139.0,483.0,,20.0,20.0,,40.0,53.0,40.0,28.0,36.0,,,2016.0,40.0,144.0,22.0,13.0,0.98125
CFOZ,Curso: Administração = 40 vagas 4 anos Noturno - Foz do Iguaçu,2020.0,118.0,500.0,,22.0,14.0,,36.0,38.0,27.0,26.0,34.0,,,2017.0,40.0,150.0,20.0,12.0,0.78125
CFOZ,Curso: Administração = 40 vagas 4 anos Noturno - Foz do Iguaçu,2021.0,105.0,168.0,,25.0,16.0,,41.0,45.0,29.0,18.0,25.0,,,2018.0,40.0,136.0,15.0,11.0,0.73125
CFOZ,Curso: Administração = 40 vagas 4 anos Noturno - Foz do Iguaçu,2022.0,87.0,118.0,298.0,17.0,10.0,22.0,49.0,51.0,39.0,28.0,25.0,,,2019.0,40.0,123.0,10.0,6.0,0.89375
CFOZ,Curso: Administração = 40 vagas 4 anos Noturno - Foz do Iguaçu,2023.0,69.0,184.0,,23.0,19.0,0.0,42.0,50.0,34.0,34.0,39.0,,,2020.0,40.0,134.0,19.0,11.0,0.98125
CFOZ,Curso: Administração = 40 vagas 4 anos Noturno - Foz do Iguaçu,2024.0,64.0,230.0,,24.0,18.0,0.0,42.0,42.0,39.0,39.0,35.0,,,2021.0,40.0,153.0,10.0,7.0,0.96875
CFOZ,Curso: Administração = 40 vagas 4 anos Noturno - Foz do Iguaçu,2025.0,92.0,,,,,,0.0,44.0,39.0,40.0,54.0,,,2022.0,40.0,178.0,,,1.10625
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
CFOZ,Curso: Ciência da Computação = 40 vagas 4 anos Integral  - Foz do Iguaçu,2009.0,197.0,,,40.0,,,40.0,51.0,47.0,38.0,18.0,,,2006.0,40.0,,9.0,5.0,0.9625
CFOZ,Curso: Ciência da Computação = 40 vagas 4 anos Integral  - Foz do Iguaçu,2010.0,155.0,,,40.0,,,40.0,58.0,31.0,32.0,27.0,,,2007.0,40.0,,11.0,3.0,0.925
CFOZ,Curso: Ciência da Computação = 40 vagas 4 anos Integral  - Foz do Iguaçu,2011.0,137.0,,,43.0,,,43.0,65.0,31.0,20.0,31.0,,,2008.0,40.0,,14.0,2.0,0.91875
CFOZ,Curso: Ciência da Computação = 40 vagas 4 anos Integral  - Foz do Iguaçu,2012.0,105.0,,,40.0,,,40.0,58.0,38.0,22.0,30.0,,,2009.0,40.0,132.0,13.0,7.0,0.925
CFOZ,Curso: Ciência da Computação = 40 vagas 4 anos Integral  - Foz do Iguaçu,2013.0,104.0,,,40.0,,,40.0,57.0,32.0,17.0,23.0,,,2010.0,40.0,134.0,11.0,3.0,0.80625
CFOZ,Curso: Ciência da Computação = 40 vagas 4 anos Integral  - Foz do Iguaçu,2014.0,89.0,205.0,,21.0,19.0,,40.0,57.0,32.0,17.0,17.0,,,2011.0,40.0,137.0,11.0,1.0,0.76875
CFOZ,Curso: Ciência da Computação = 40 vagas 4 anos Integral  - Foz do Iguaçu,2015.0,94.0,206.0,,24.0,16.0,,40.0,53.0,30.0,21.0,14.0,,,2012.0,40.0,121.0,12.0,6.0,0.7375
CFOZ,Curso: Ciência da Computação = 40 vagas 4 anos Integral  - Foz do Iguaçu,2016.0,91.0,78.0,,20.0,20.0,,40.0,54.0,34.0,10.0,18.0,,,2013.0,40.0,128.0,12.0,8.0,0.725
CFOZ,Curso: Ciência da Computação = 40 vagas 4 anos Integral  - Foz do Iguaçu,2017.0,69.0,200.0,,20.0,20.0,,40.0,51.0,39.0,23.0,8.0,,,2014.0,40.0,105.0,6.0,3.0,0.75625
CFOZ,Curso: Ciência da Computação = 40 vagas 4 anos Integral  - Foz do Iguaçu,2018.0,80.0,197.0,,20.0,20.0,,40.0,52.0,52.0,18.0,16.0,,,2015.0,40.0,126.0,7.0,3.0,0.8625
CFOZ,Curso: Ciência da Computação = 40 vagas 4 anos Integral  - Foz do Iguaçu,2019.0,86.0,146.0,,19.0,20.0,,39.0,54.0,55.0,28.0,18.0,,,2016.0,40.0,129.0,7.0,1.0,0.96875
