campus,curso,ano,incritos_vest,incritos_sisu,incritos_provare,ingressantes_vest,ingressantes_sisu,ingressantes_provare,ingressantes_geral,primeiro_ano,segundo_ano,terceiro_ano,quarto_ano,quinto_ano,sexto_ano,ano_minino,vagas,ocupação,formados_geral,formados_min,Permanencia
CTOO,"Curso: Ciências Econômicas - 40 vagas, noturno - 4 anos - Toledo",2017.0,107.0,297.0,,20.0,20.0,,40.0,41.0,35.0,37.0,37.0,,,2014.0,40.0,139.0,17.0,6.0,0.9375
CTOO,"Curso: Ciências Econômicas - 40 vagas, noturno - 4 anos - Toledo",2018.0,73.0,252.0,,20.0,20.0,,40.0,50.0,33.0,45.0,33.0,,,2015.0,40.0,149.0,18.0,11.0,1.00625
CTOO,"Curso: Ciências Econômicas - 40 vagas, noturno - 4 anos - Toledo",2019.0,113.0,204.0,,20.0,20.0,,40.0,47.0,31.0,34.0,34.0,,,2016.0,40.0,156.0,11.0,7.0,0.9125
CTOO,"Curso: Ciências Econômicas - 40 vagas, noturno - 4 anos - Toledo",2020.0,83.0,211.0,,23.0,17.0,,40.0,41.0,44.0,25.0,36.0,,,2017.0,40.0,144.0,18.0,8.0,0.9125
CTOO,"Curso: Ciências Econômicas - 40 vagas, noturno - 4 anos - Toledo",2021.0,65.0,88.0,32.0,20.0,10.0,,30.0,40.0,41.0,20.0,26.0,,,2018.0,40.0,132.0,10.0,5.0,0.79375
CTOO,"Curso: Ciências Econômicas - 40 vagas, noturno - 4 anos - Toledo",2022.0,40.0,59.0,57.0,18.0,11.0,15.0,44.0,48.0,41.0,31.0,36.0,,,2019.0,40.0,147.0,14.0,6.0,0.975
CTOO,"Curso: Ciências Econômicas - 40 vagas, noturno - 4 anos - Toledo",2023.0,48.0,86.0,,26.0,14.0,,40.0,46.0,44.0,32.0,42.0,,,2020.0,40.0,155.0,26.0,9.0,1.025
CTOO,"Curso: Ciências Econômicas - 40 vagas, noturno - 4 anos - Toledo",2024.0,84.0,76.0,,18.0,14.0,6.0,38.0,38.0,40.0,30.0,44.0,,,2021.0,40.0,157.0,22.0,13.0,0.95
CTOO,"Curso: Ciências Econômicas - 40 vagas, noturno - 4 anos - Toledo",2025.0,98.0,,,,,,0.0,42.0,48.0,35.0,36.0,,,2022.0,40.0,158.0,,,1.00625
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
CTOO,Curso: Ciências Sociais - Licenciatura - 40 vagas noturno - 4 anos - Toledo,2009.0,118.0,,,40.0,,,40.0,41.0,35.0,21.0,36.0,,,2006.0,40.0,,15.0,8.0,0.83125
CTOO,Curso: Ciências Sociais - Licenciatura - 40 vagas noturno - 4 anos - Toledo,2010.0,105.0,,,42.0,,,42.0,46.0,34.0,30.0,28.0,,,2007.0,40.0,,12.0,7.0,0.8625
CTOO,Curso: Ciências Sociais - Licenciatura - 40 vagas noturno - 4 anos - Toledo,2011.0,111.0,,,37.0,,,37.0,42.0,26.0,23.0,41.0,,,2008.0,40.0,,23.0,12.0,0.825
CTOO,Curso: Ciências Sociais - Licenciatura - 40 vagas noturno - 4 anos - Toledo,2012.0,82.0,,,42.0,,,42.0,44.0,25.0,26.0,42.0,,,2009.0,40.0,140.0,22.0,11.0,0.85625
CTOO,Curso: Ciências Sociais - Licenciatura - 40 vagas noturno - 4 anos - Toledo,2013.0,92.0,,,40.0,,,40.0,39.0,38.0,18.0,41.0,,,2010.0,40.0,139.0,19.0,5.0,0.85
CTOO,Curso: Ciências Sociais - Licenciatura - 40 vagas noturno - 4 anos - Toledo,2014.0,88.0,291.0,,21.0,19.0,,40.0,42.0,29.0,29.0,41.0,,,2011.0,40.0,126.0,19.0,8.0,0.88125
CTOO,Curso: Ciências Sociais - Licenciatura - 40 vagas noturno - 4 anos - Toledo,2015.0,64.0,254.0,,30.0,10.0,,40.0,40.0,26.0,28.0,45.0,,,2012.0,40.0,156.0,19.0,5.0,0.86875
CTOO,Curso: Ciências Sociais - Licenciatura - 40 vagas noturno - 4 anos - Toledo,2016.0,95.0,73.0,,21.0,19.0,,40.0,47.0,34.0,28.0,28.0,,,2013.0,40.0,124.0,13.0,6.0,0.85625
CTOO,Curso: Ciências Sociais - Licenciatura - 40 vagas noturno - 4 anos - Toledo,2017.0,51.0,217.0,,20.0,20.0,,40.0,47.0,28.0,24.0,33.0,,,2014.0,40.0,129.0,12.0,5.0,0.825
CTOO,Curso: Ciências Sociais - Licenciatura - 40 vagas noturno - 4 anos - Toledo,2018.0,66.0,184.0,,21.0,17.0,,38.0,42.0,26.0,27.0,28.0,,,2015.0,40.0,126.0,17.0,8.0,0.76875
CTOO,Curso: Ciências Sociais - Licenciatura - 40 vagas noturno - 4 anos - Toledo,2019.0,37.0,111.0,,20.0,13.0,,33.0,39.0,23.0,20.0,32.0,,,2016.0,40.0,134.0,22.0,6.0,0.7125
CTOO,Curso: Ciências Sociais - Licenciatura - 40 vagas noturno - 4 anos - Toledo,2020.0,39.0,145.0,,21.0,13.0,,34.0,36.0,21.0,16.0,27.0,,,2017.0,40.0,120.0,17.0,2.0,0.625
CTOO,Curso: Ciências Sociais - Licenciatura - 40 vagas noturno - 4 anos - Toledo,2021.0,26.0,55.0,93.0,25.0,4.0,,29.0,32.0,24.0,7.0,22.0,,,2018.0,40.0,103.0,12.0,4.0,0.53125
CTOO,Curso: Ciências Sociais - Licenciatura - 40 vagas noturno - 4 anos - Toledo,2022.0,14.0,49.0,59.0,9.0,2.0,10.0,21.0,22.0,16.0,25.0,21.0,,,2019.0,40.0,88.0,8.0,3.0,0.525
CTOO,Curso: Ciências Sociais - Licenciatura - 40 vagas noturno - 4 anos - Toledo,2023.0,66.0,47.0,,10.0,5.0,27.0,42.0,50.0,6.0,15.0,20.0,,,2020.0,40.0,105.0,9.0,6.0,0.56875
CTOO,Curso: Ciências Sociais - Licenciatura - 40 vagas noturno - 4 anos - Toledo,2024.0,25.0,43.0,,7.0,5.0,16.0,28.0,29.0,21.0,8.0,30.0,,,2021.0,40.0,93.0,11.0,5.0,0.55
CTOO,Curso: Ciências Sociais - Licenciatura - 40 vagas noturno - 4 anos - Toledo,2025.0,33.0,,,,,,0.0,28.0,19.0,25.0,15.0,,,2022.0,40.0,51.0,,,0.54375
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
CTOO,Curso: Engenharia de Pesca - Bacharelado 40 vagas integral - 5 anos - Toledo - Aquicultura a partir de 2024,2009.0,75.0,,,28.0,,,28.0,42.0,26.0,31.0,23.0,27.0,,2005.0,40.0,,18.0,7.0,0.745
CTOO,Curso: Engenharia de Pesca - Bacharelado 40 vagas integral - 5 anos - Toledo - Aquicultura a partir de 2024,2010.0,71.0,,,24.0,,,24.0,45.0,18.0,23.0,32.0,22.0,,2006.0,40.0,,12.0,5.0,0.7
CTOO,Curso: Engenharia de Pesca - Bacharelado 40 vagas integral - 5 anos - Toledo - Aquicultura a partir de 2024,2011.0,72.0,,,25.0,,,25.0,59.0,28.0,8.0,23.0,27.0,,2007.0,40.0,,18.0,6.0,0.725
CTOO,Curso: Engenharia de Pesca - Bacharelado 40 vagas integral - 5 anos - Toledo - Aquicultura a partir de 2024,2012.0,51.0,,,28.0,,,28.0,44.0,18.0,16.0,16.0,15.0,,2008.0,40.0,84.0,20.0,8.0,0.545
CTOO,Curso: Engenharia de Pesca - Bacharelado 40 vagas integral - 5 anos - Toledo - Aquicultura a partir de 2024,2013.0,59.0,,,28.0,,,28.0,51.0,14.0,11.0,15.0,18.0,,2009.0,40.0,104.0,14.0,1.0,0.545
CTOO,Curso: Engenharia de Pesca - Bacharelado 40 vagas integral - 5 anos - Toledo - Aquicultura a partir de 2024,2014.0,48.0,253.0,,18.0,12.0,,30.0,47.0,18.0,8.0,13.0,16.0,,2010.0,40.0,101.0,10.0,5.0,0.51
CTOO,Curso: Engenharia de Pesca - Bacharelado 40 vagas integral - 5 anos - Toledo - Aquicultura a partir de 2024,2015.0,17.0,202.0,,18.0,10.0,,28.0,35.0,20.0,13.0,10.0,9.0,,2011.0,40.0,76.0,0.0,0.0,0.435
CTOO,Curso: Engenharia de Pesca - Bacharelado 40 vagas integral - 5 anos - Toledo - Aquicultura a partir de 2024,2016.0,34.0,71.0,,18.0,18.0,,36.0,27.0,14.0,24.0,14.0,19.0,,2012.0,40.0,96.0,6.0,1.0,0.49
CTOO,Curso: Engenharia de Pesca - Bacharelado 40 vagas integral - 5 anos - Toledo - Aquicultura a partir de 2024,2017.0,24.0,127.0,,15.0,17.0,,32.0,37.0,16.0,13.0,16.0,15.0,,2013.0,40.0,107.0,13.0,7.0,0.485
CTOO,Curso: Engenharia de Pesca - Bacharelado 40 vagas integral - 5 anos - Toledo - Aquicultura a partir de 2024,2018.0,36.0,130.0,,23.0,13.0,,36.0,45.0,16.0,10.0,13.0,13.0,,2014.0,40.0,75.0,10.0,7.0,0.485
CTOO,Curso: Engenharia de Pesca - Bacharelado 40 vagas integral - 5 anos - Toledo - Aquicultura a partir de 2024,2019.0,22.0,97.0,,12.0,8.0,,20.0,37.0,13.0,10.0,9.0,16.0,,2015.0,40.0,62.0,9.0,4.0,0.425
CTOO,Curso: Engenharia de Pesca - Bacharelado 40 vagas integral - 5 anos - Toledo - Aquicultura a partir de 2024,2020.0,16.0,94.0,,11.0,8.0,,19.0,23.0,11.0,14.0,4.0,3.0,,2016.0,40.0,67.0,9.0,1.0,0.275
CTOO,Curso: Engenharia de Pesca - Bacharelado 40 vagas integral - 5 anos - Toledo - Aquicultura a partir de 2024,2021.0,3.0,18.0,74.0,26.0,4.0,,30.0,30.0,10.0,9.0,15.0,8.0,,2017.0,40.0,87.0,2.0,1.0,0.36
CTOO,Curso: Engenharia de Pesca - Bacharelado 40 vagas integral - 5 anos - Toledo - Aquicultura a partir de 2024,2022.0,7.0,15.0,57.0,10.0,0.0,16.0,26.0,7.0,55.0,6.0,10.0,16.0,,2018.0,40.0,67.0,5.0,2.0,0.47
CTOO,Curso: Engenharia de Pesca - Bacharelado 40 vagas integral - 5 anos - Toledo - Aquicultura a partir de 2024,2023.0,36.0,47.0,,1.0,1.0,12.0,14.0,47.0,2.0,21.0,1.0,0.0,,2019.0,40.0,40.0,12.0,5.0,0.355
CTOO,Curso: Engenharia de Pesca - Bacharelado 40 vagas integral - 5 anos - Toledo - Aquicultura a partir de 2024,2024.0,26.0,30.0,,8.0,2.0,13.0,23.0,25.0,6.0,8.0,12.0,16.0,,2020.0,40.0,118.0,2.0,1.0,0.335
CTOO,Curso: Engenharia de Pesca - Bacharelado 40 vagas integral - 5 anos - Toledo - Aquicultura a partir de 2024,2025.0,,,,,,,0.0,,,5.0,2.0,,,2021.0,40.0,19.0,,,0.035
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
CTOO,Curso: Engenharia Química - 40 vagas integral - 5 anos - Toledo,2009.0,383.0,,,40.0,,,40.0,40.0,51.0,34.0,44.0,21.0,,2005.0,40.0,,23.0,17.0,0.95
CTOO,Curso: Engenharia Química - 40 vagas integral - 5 anos - Toledo,2010.0,312.0,,,38.0,,,38.0,39.0,43.0,32.0,59.0,31.0,,2006.0,40.0,,33.0,18.0,1.02
CTOO,Curso: Engenharia Química - 40 vagas integral - 5 anos - Toledo,2011.0,274.0,,,40.0,,,40.0,40.0,48.0,32.0,43.0,33.0,,2007.0,40.0,,28.0,19.0,0.98
CTOO,Curso: Engenharia Química - 40 vagas integral - 5 anos - Toledo,2012.0,253.0,,,40.0,,,40.0,45.0,41.0,42.0,36.0,23.0,,2008.0,40.0,151.0,34.0,24.0,0.935
CTOO,Curso: Engenharia Química - 40 vagas integral - 5 anos - Toledo,2013.0,325.0,,,40.0,,,40.0,35.0,48.0,33.0,49.0,21.0,,2009.0,40.0,178.0,24.0,14.0,0.93
CTOO,Curso: Engenharia Química - 40 vagas integral - 5 anos - Toledo,2014.0,304.0,318.0,,20.0,21.0,,41.0,38.0,38.0,37.0,32.0,22.0,,2010.0,40.0,146.0,18.0,12.0,0.835
CTOO,Curso: Engenharia Química - 40 vagas integral - 5 anos - Toledo,2015.0,267.0,274.0,,19.0,21.0,,40.0,42.0,35.0,43.0,55.0,50.0,,2011.0,40.0,185.0,3.0,0.0,1.125
CTOO,Curso: Engenharia Química - 40 vagas integral - 5 anos - Toledo,2016.0,232.0,86.0,,20.0,20.0,,40.0,42.0,32.0,40.0,41.0,40.0,,2012.0,40.0,157.0,44.0,17.0,0.975
CTOO,Curso: Engenharia Química - 40 vagas integral - 5 anos - Toledo,2017.0,223.0,179.0,,20.0,20.0,,40.0,45.0,46.0,22.0,41.0,44.0,,2013.0,40.0,154.0,25.0,13.0,0.99
CTOO,Curso: Engenharia Química - 40 vagas integral - 5 anos - Toledo,2018.0,173.0,193.0,,20.0,20.0,,40.0,51.0,33.0,24.0,31.0,38.0,,2014.0,40.0,127.0,30.0,15.0,0.885
CTOO,Curso: Engenharia Química - 40 vagas integral - 5 anos - Toledo,2019.0,144.0,117.0,,21.0,16.0,,37.0,54.0,40.0,20.0,24.0,34.0,,2015.0,40.0,136.0,32.0,13.0,0.86
CTOO,Curso: Engenharia Química - 40 vagas integral - 5 anos - Toledo,2020.0,116.0,115.0,,18.0,21.0,,39.0,40.0,42.0,15.0,23.0,27.0,,2016.0,40.0,121.0,23.0,12.0,0.735
CTOO,Curso: Engenharia Química - 40 vagas integral - 5 anos - Toledo,2021.0,68.0,54.0,24.0,22.0,10.0,,32.0,34.0,22.0,29.0,30.0,28.0,,2017.0,40.0,136.0,17.0,7.0,0.715
CTOO,Curso: Engenharia Química - 40 vagas integral - 5 anos - Toledo,2022.0,42.0,43.0,60.0,8.0,2.0,11.0,21.0,27.0,28.0,17.0,40.0,30.0,,2018.0,40.0,165.0,23.0,7.0,0.71
CTOO,Curso: Engenharia Química - 40 vagas integral - 5 anos - Toledo,2023.0,24.0,61.0,,5.0,8.0,8.0,21.0,28.0,17.0,29.0,26.0,36.0,,2019.0,40.0,105.0,17.0,3.0,0.68
CTOO,Curso: Engenharia Química - 40 vagas integral - 5 anos - Toledo,2024.0,55.0,74.0,,18.0,6.0,3.0,27.0,27.0,10.0,23.0,21.0,25.0,,2020.0,40.0,112.0,22.0,9.0,0.53
CTOO,Curso: Engenharia Química - 40 vagas integral - 5 anos - Toledo,2025.0,49.0,,,,,,0.0,27.0,24.0,13.0,18.0,,,2021.0,40.0,85.0,,,0.41
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
CTOO,Curso: Filosofia - Licenciatura - Matutino - 40 vagas - 4 anos - Toledo,2009.0,60.0,,,32.0,,,32.0,29.0,33.0,22.0,9.0,,,2006.0,40.0,,4.0,1.0,0.58125
CTOO,Curso: Filosofia - Licenciatura - Matutino - 40 vagas - 4 anos - Toledo,2010.0,36.0,,,13.0,,,13.0,21.0,16.0,35.0,24.0,,,2007.0,40.0,,22.0,14.0,0.6
CTOO,Curso: Filosofia - Licenciatura - Matutino - 40 vagas - 4 anos - Toledo,2011.0,50.0,,,24.0,,,24.0,32.0,15.0,15.0,32.0,,,2008.0,40.0,,16.0,13.0,0.5875
CTOO,Curso: Filosofia - Licenciatura - Matutino - 40 vagas - 4 anos - Toledo,2012.0,36.0,,,21.0,,,21.0,22.0,19.0,13.0,25.0,,,2009.0,40.0,85.0,13.0,5.0,0.49375
CTOO,Curso: Filosofia - Licenciatura - Matutino - 40 vagas - 4 anos - Toledo,2013.0,37.0,,,22.0,,,22.0,17.0,20.0,12.0,17.0,,,2010.0,40.0,66.0,12.0,4.0,0.4125
CTOO,Curso: Filosofia - Licenciatura - Matutino - 40 vagas - 4 anos - Toledo,2014.0,22.0,157.0,,20.0,10.0,,30.0,25.0,17.0,18.0,12.0,,,2011.0,40.0,75.0,8.0,5.0,0.45
CTOO,Curso: Filosofia - Licenciatura - Matutino - 40 vagas - 4 anos - Toledo,2015.0,30.0,152.0,,23.0,3.0,,26.0,30.0,13.0,12.0,12.0,,,2012.0,40.0,72.0,0.0,0.0,0.41875
CTOO,Curso: Filosofia - Licenciatura - Matutino - 40 vagas - 4 anos - Toledo,2016.0,35.0,38.0,,18.0,22.0,,40.0,43.0,18.0,10.0,13.0,,,2013.0,40.0,59.0,9.0,6.0,0.525
CTOO,Curso: Filosofia - Licenciatura - Matutino - 40 vagas - 4 anos - Toledo,2017.0,38.0,129.0,,14.0,17.0,,31.0,31.0,28.0,13.0,10.0,,,2014.0,40.0,58.0,4.0,3.0,0.5125
CTOO,Curso: Filosofia - Licenciatura - Matutino - 40 vagas - 4 anos - Toledo,2018.0,31.0,84.0,,22.0,11.0,,33.0,33.0,11.0,13.0,15.0,,,2015.0,40.0,76.0,7.0,5.0,0.45
CTOO,Curso: Filosofia - Licenciatura - Matutino - 40 vagas - 4 anos - Toledo,2019.0,26.0,82.0,,18.0,9.0,,27.0,23.0,25.0,12.0,19.0,,,2016.0,40.0,103.0,7.0,6.0,0.49375
CTOO,Curso: Filosofia - Licenciatura - Matutino - 40 vagas - 4 anos - Toledo,2020.0,33.0,83.0,,8.0,4.0,,12.0,15.0,19.0,15.0,15.0,,,2017.0,40.0,69.0,5.0,4.0,0.4
CTOO,Curso: Filosofia - Licenciatura - Matutino - 40 vagas - 4 anos - Toledo,2021.0,20.0,38.0,57.0,23.0,5.0,,28.0,29.0,15.0,11.0,20.0,,,2018.0,40.0,93.0,3.0,3.0,0.46875
CTOO,Curso: Filosofia - Licenciatura - Matutino - 40 vagas - 4 anos - Toledo,2022.0,9.0,17.0,32.0,6.0,2.0,4.0,12.0,3.0,10.0,10.0,34.0,,,2019.0,40.0,87.0,6.0,2.0,0.35625
CTOO,Curso: Filosofia - Licenciatura - Matutino - 40 vagas - 4 anos - Toledo,2023.0,16.0,19.0,,2.0,1.0,9.0,12.0,20.0,2.0,9.0,23.0,,,2020.0,40.0,63.0,13.0,3.0,0.3375
CTOO,Curso: Filosofia - Licenciatura - Matutino - 40 vagas - 4 anos - Toledo,2024.0,20.0,17.0,,5.0,1.0,12.0,18.0,22.0,9.0,5.0,15.0,,,2021.0,40.0,63.0,4.0,2.0,0.31875
CTOO,Curso: Filosofia - Licenciatura - Matutino - 40 vagas - 4 anos - Toledo,2025.0,23.0,,,,,,0.0,17.0,11.0,10.0,14.0,,,2022.0,40.0,24.0,,,0.325
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
CTOO,Curso: Filosofia - Licenciatura - 40 vagas Noturno - 4 anos - Toledo,2009.0,72.0,,,35.0,,,35.0,49.0,37.0,30.0,27.0,,,2006.0,40.0,,20.0,4.0,0.89375
CTOO,Curso: Filosofia - Licenciatura - 40 vagas Noturno - 4 anos - Toledo,2010.0,61.0,,,23.0,,,23.0,39.0,35.0,29.0,30.0,,,2007.0,40.0,,8.0,3.0,0.83125
CTOO,Curso: Filosofia - Licenciatura - 40 vagas Noturno - 4 anos - Toledo,2011.0,59.0,,,24.0,,,24.0,32.0,25.0,28.0,35.0,,,2008.0,40.0,,19.0,11.0,0.75
CTOO,Curso: Filosofia - Licenciatura - 40 vagas Noturno - 4 anos - Toledo,2012.0,55.0,,,30.0,,,30.0,33.0,25.0,15.0,40.0,,,2009.0,40.0,152.0,15.0,7.0,0.70625
CTOO,Curso: Filosofia - Licenciatura - 40 vagas Noturno - 4 anos - Toledo,2013.0,66.0,,,38.0,,,38.0,36.0,19.0,26.0,25.0,,,2010.0,40.0,104.0,11.0,1.0,0.6625
CTOO,Curso: Filosofia - Licenciatura - 40 vagas Noturno - 4 anos - Toledo,2014.0,52.0,256.0,,23.0,22.0,,45.0,42.0,17.0,23.0,31.0,,,2011.0,40.0,114.0,18.0,7.0,0.70625
CTOO,Curso: Filosofia - Licenciatura - 40 vagas Noturno - 4 anos - Toledo,2015.0,49.0,186.0,,26.0,4.0,,30.0,33.0,25.0,14.0,27.0,,,2012.0,40.0,102.0,0.0,0.0,0.61875
CTOO,Curso: Filosofia - Licenciatura - 40 vagas Noturno - 4 anos - Toledo,2016.0,54.0,63.0,,19.0,20.0,,39.0,48.0,18.0,22.0,22.0,,,2013.0,40.0,89.0,3.0,0.0,0.6875
CTOO,Curso: Filosofia - Licenciatura - 40 vagas Noturno - 4 anos - Toledo,2017.0,38.0,227.0,,18.0,11.0,,29.0,33.0,30.0,13.0,28.0,,,2014.0,40.0,117.0,9.0,3.0,0.65
CTOO,Curso: Filosofia - Licenciatura - 40 vagas Noturno - 4 anos - Toledo,2018.0,33.0,128.0,,19.0,10.0,,29.0,33.0,20.0,21.0,24.0,,,2015.0,40.0,88.0,10.0,3.0,0.6125
CTOO,Curso: Filosofia - Licenciatura - 40 vagas Noturno - 4 anos - Toledo,2019.0,27.0,100.0,,16.0,5.0,,21.0,29.0,21.0,14.0,19.0,,,2016.0,40.0,118.0,8.0,2.0,0.51875
CTOO,Curso: Filosofia - Licenciatura - 40 vagas Noturno - 4 anos - Toledo,2020.0,23.0,101.0,,5.0,7.0,,12.0,14.0,13.0,15.0,19.0,,,2017.0,40.0,86.0,8.0,0.0,0.38125
CTOO,Curso: Filosofia - Licenciatura - 40 vagas Noturno - 4 anos - Toledo,2021.0,12.0,18.0,85.0,25.0,1.0,,26.0,27.0,8.0,11.0,13.0,,,2018.0,40.0,82.0,4.0,2.0,0.36875
CTOO,Curso: Filosofia - Licenciatura - 40 vagas Noturno - 4 anos - Toledo,2022.0,9.0,20.0,33.0,11.0,2.0,5.0,18.0,1.0,20.0,6.0,29.0,,,2019.0,40.0,82.0,8.0,2.0,0.35
CTOO,Curso: Filosofia - Licenciatura - 40 vagas Noturno - 4 anos - Toledo,2023.0,30.0,23.0,,6.0,2.0,19.0,27.0,35.0,2.0,11.0,9.0,,,2020.0,40.0,37.0,4.0,1.0,0.35625
CTOO,Curso: Filosofia - Licenciatura - 40 vagas Noturno - 4 anos - Toledo,2024.0,18.0,35.0,,1.0,2.0,11.0,14.0,15.0,14.0,2.0,14.0,,,2021.0,40.0,72.0,4.0,1.0,0.28125
CTOO,Curso: Filosofia - Licenciatura - 40 vagas Noturno - 4 anos - Toledo,2025.0,20.0,,,,,,0.0,24.0,7.0,13.0,9.0,,,2022.0,40.0,14.0,,,0.33125
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
CTOO,Curso: Psicologia - 40 vagas Matutino - 5 anos - Toledo,2009.0,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,2005.0,40.0,,0.0,0.0,0.0
CTOO,Curso: Psicologia - 40 vagas Matutino - 5 anos - Toledo,2010.0,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,2006.0,40.0,,0.0,0.0,0.0
CTOO,Curso: Psicologia - 40 vagas Matutino - 5 anos - Toledo,2011.0,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,2007.0,40.0,,0.0,0.0,0.0
CTOO,Curso: Psicologia - 40 vagas Matutino - 5 anos - Toledo,2012.0,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,2008.0,40.0,0.0,0.0,0.0,0.0
CTOO,Curso: Psicologia - 40 vagas Matutino - 5 anos - Toledo,2013.0,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,2009.0,40.0,0.0,0.0,0.0,0.0
CTOO,Curso: Psicologia - 40 vagas Matutino - 5 anos - Toledo,2014.0,,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,2010.0,40.0,0.0,0.0,0.0,0.0
CTOO,Curso: Psicologia - 40 vagas Matutino - 5 anos - Toledo,2015.0,,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,2011.0,40.0,0.0,0.0,0.0,0.0
CTOO,Curso: Psicologia - 40 vagas Matutino - 5 anos - Toledo,2016.0,,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,2012.0,40.0,0.0,0.0,0.0,0.0
CTOO,Curso: Psicologia - 40 vagas Matutino - 5 anos - Toledo,2017.0,,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,2013.0,40.0,0.0,0.0,0.0,0.0
CTOO,Curso: Psicologia - 40 vagas Matutino - 5 anos - Toledo,2018.0,,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,2014.0,40.0,0.0,0.0,0.0,0.0
CTOO,Curso: Psicologia - 40 vagas Matutino - 5 anos - Toledo,2019.0,,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,2015.0,40.0,0.0,0.0,0.0,0.0
CTOO,Curso: Psicologia - 40 vagas Matutino - 5 anos - Toledo,2020.0,,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,2016.0,40.0,0.0,0.0,0.0,0.0
CTOO,Curso: Psicologia - 40 vagas Matutino - 5 anos - Toledo,2021.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2017.0,40.0,0.0,0.0,0.0,0.0
CTOO,Curso: Psicologia - 40 vagas Matutino - 5 anos - Toledo,2022.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2018.0,40.0,0.0,0.0,0.0,0.0
CTOO,Curso: Psicologia - 40 vagas Matutino - 5 anos - Toledo,2023.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2019.0,40.0,0.0,0.0,0.0,0.0
CTOO,Curso: Psicologia - 40 vagas Matutino - 5 anos - Toledo,2024.0,397.0,677.0,,25.0,21.0,,46.0,48.0,0.0,0.0,0.0,0.0,,2020.0,40.0,0.0,0.0,0.0,0.24
CTOO,Curso: Psicologia - 40 vagas Matutino - 5 anos - Toledo,2025.0,348.0,,,,,,0.0,44.0,41.0,0.0,0.0,,,2021.0,40.0,0.0,0.0,0.0,0.425
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
CTOO,"Curso: Química - Bacharelado - 35 vagas até 2013, 36 vagas em 2014, após 44 vagas - 4 anos Integral - Toledo",2009.0,79.0,,,32.0,,,32.0,43.0,31.0,15.0,24.0,,,2006.0,35.0,,16.0,3.0,0.8071428571
CTOO,"Curso: Química - Bacharelado - 35 vagas até 2013, 36 vagas em 2014, após 44 vagas - 4 anos Integral - Toledo",2010.0,51.0,,,23.0,,,23.0,39.0,17.0,28.0,14.0,,,2007.0,35.0,,13.0,3.0,0.7
CTOO,"Curso: Química - Bacharelado - 35 vagas até 2013, 36 vagas em 2014, após 44 vagas - 4 anos Integral - Toledo",2011.0,47.0,,,33.0,,,33.0,49.0,17.0,21.0,17.0,,,2008.0,35.0,,10.0,4.0,0.7428571429
