ano,campus,curso,entradas_vest,entradas_sisu,entradas_provare,evasao_vest,evasao_sisu,evasao_provare,evasao_total,perc_vest,perc_sisu,perc_provare,perc_total
2020,CFOZ,Pedagogia,20,16,4,0,1,0,1,0.0,6.25,0.0,2.5
2020,CFOZ,Turismo,15,16,4,0,2,0,2,0.0,12.5,0.0,5.71
2020,CFB,Administração,17,17,6,0,4,0,4,0.0,23.53,0.0,10.0
2020,CFB,Ciências Econômicas,25,22,5,1,3,1,5,4.0,13.64,20.0,9.62
2020,CFB,Direito,19,18,3,0,2,0,2,0.0,11.11,0.0,5.0
2020,CFB,Geografia,19,24,7,2,4,0,6,10.53,16.67,0.0,12.0
2020,CFB,Medicina,19,19,2,0,1,0,1,0.0,5.26,0.0,2.5
2020,CFB,Nutrição,18,14,8,3,1,1,5,16.67,7.14,12.5,12.5
2020,CFB,Pedagogia,39,38,5,2,4,0,6,5.13,10.53,0.0,7.32
2020,CFB,Serviço Social,19,15,3,0,1,0,1,0.0,6.67,0.0,2.7
2020,CMCR,Administração,18,20,2,4,0,0,4,22.22,0.0,0.0,10.0
2020,CMCR,Agronomia,15,18,7,1,0,0,1,6.67,0.0,0.0,2.5
2020,CMCR,Ciências Contábeis,20,19,1,2,0,0,2,10.0,0.0,0.0,5.0
2020,CMCR,Direito,19,20,2,1,0,0,1,5.26,0.0,0.0,2.44
2020,CMCR,Educação Física,36,27,9,7,3,0,10,19.44,11.11,0.0,13.89
2020,CMCR,Geografia,10,9,2,2,1,0,3,20.0,11.11,0.0,14.29
2020,CMCR,História,24,15,0,6,6,0,12,25.0,40.0,0.0,30.77
2020,CMCR,Letras - Língua Portuguesa e Respectivas Literaturas e Língua Alemã,3,0,2,0,0,0,0,0.0,0.0,0.0,0.0
2020,CMCR,Letras - Língua Portuguesa e Respectivas Literaturas e Língua Espanhola,6,5,3,0,0,0,0,0.0,0.0,0.0,0.0
2020,CMCR,Letras - Língua Portuguesa e Respetivas Literaturas e Língua Inglesa,8,8,0,0,1,0,1,0.0,12.5,0.0,6.25
2020,CMCR,Zootecnia,17,17,6,1,2,0,3,5.88,11.76,0.0,7.5
2020,CTOO,Ciências Econômicas,20,18,2,0,0,0,0,0.0,0.0,0.0,0.0
2020,CTOO,Ciências Sociais,19,15,4,2,1,0,3,10.53,6.67,0.0,7.89
2020,CTOO,Engenharia de Pesca,6,8,0,0,1,0,1,0.0,12.5,0.0,7.14
2020,CTOO,Engenharia Química,14,18,2,0,0,0,0,0.0,0.0,0.0,0.0
2020,CTOO,Filosofia,29,22,1,2,3,1,6,6.9,13.64,100.0,11.54
2020,CTOO,Química,28,36,3,5,5,1,11,17.86,13.89,33.33,16.42
2020,CTOO,Secretariado Executivo Trilíngue,19,15,7,1,1,0,2,5.26,6.67,0.0,4.88
2020,CTOO,Serviço Social,19,19,1,1,1,0,2,5.26,5.26,0.0,5.13
2021,CCSC,Administração,26,17,12,1,0,3,4,3.85,0.0,25.0,7.27
2021,CCSC,Ciência da Computação,20,17,5,0,0,1,1,0.0,0.0,20.0,2.38
2021,CCSC,Ciências Biológicas,36,21,24,2,1,4,7,5.56,4.76,16.67,8.64
2021,CCSC,Ciências Contábeis,22,17,5,0,0,1,1,0.0,0.0,20.0,2.27
2021,CCSC,Ciências Econômicas,21,15,16,2,0,2,4,9.52,0.0,12.5,7.69
2021,CCSC,Enfermagem,16,5,18,1,0,3,4,6.25,0.0,16.67,10.26
2021,CCSC,Engenharia Agrícola,13,9,13,0,1,0,1,0.0,11.11,0.0,2.86
2021,CCSC,Engenharia Civil,23,15,12,1,1,4,6,4.35,6.67,33.33,12.0
2021,CCSC,Farmácia,22,11,12,3,2,2,7,13.64,18.18,16.67,15.56
2021,CCSC,Fisioterapia,20,11,12,0,1,3,4,0.0,9.09,25.0,9.3
2021,CCSC,Letras - Língua Portuguesa e Língua Espanhola e Respectivas Literaturas,5,1,9,0,0,0,0,0.0,0.0,0.0,0.0
2021,CCSC,Letras - Língua Portuguesa e Língua Inglesa e Respectivas Literaturas,9,6,5,1,0,1,2,11.11,0.0,20.0,10.0
2021,CCSC,Letras - Língua Portuguesa e Língua Italiana e Respectivas Literaturas,6,2,7,0,0,0,0,0.0,0.0,0.0,0.0
2021,CCSC,Letras - Língua Portuguesa e Língua Brasileira de Sinais - Libras - Tradução e Interpretação,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
2021,CCSC,Letras - língua Portuguesa e Língua Brasileira de Sinais- Libras e Literaturas Brasileira e Surda.,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
2021,CCSC,Matemática,12,12,16,2,2,4,8,16.67,16.67,25.0,20.0
2021,CCSC,Medicina,21,16,5,5,5,1,11,23.81,31.25,20.0,26.19
2021,CCSC,Odontologia,19,5,19,2,1,5,8,10.53,20.0,26.32,18.6
2021,CCSC,Pedagogia,29,25,22,2,5,1,8,6.9,20.0,4.55,10.53
2021,CFOZ,Administração,18,12,10,1,1,4,6,5.56,8.33,40.0,15.0
2021,CFOZ,Ciência da Computação,14,12,13,1,5,1,7,7.14,41.67,7.69,17.95
2021,CFOZ,Ciências Contábeis,21,14,7,1,5,0,6,4.76,35.71,0.0,14.29
2021,CFOZ,Direito,27,6,11,3,1,3,7,11.11,16.67,27.27,15.91
2021,CFOZ,Enfermagem,21,7,14,1,0,1,2,4.76,0.0,7.14,4.76
2021,CFOZ,Engenharia Elétrica,20,15,7,2,0,0,2,10.0,0.0,0.0,4.76
2021,CFOZ,Engenharia Mecânica,19,13,10,2,3,6,11,10.53,23.08,60.0,26.19
2021,CFOZ,Hotelaria,0,1,28,0,0,6,6,0.0,0.0,21.43,20.69
2021,CFOZ,Letras - Língua Portuguesa e Língua Espanhola e Respectivas Literaturas,2,4,15,1,1,2,4,50.0,25.0,13.33,19.05
2021,CFOZ,Letras - Língua Portuguesa e Língua Inglesa e Respectivas Literaturas,5,6,11,1,0,1,2,20.0,0.0,9.09,9.09
2021,CFOZ,Matemática,3,2,30,0,0,20,20,0.0,0.0,66.67,57.14
2021,CFOZ,Pedagogia,22,15,5,1,2,1,4,4.55,13.33,20.0,9.52
2021,CFOZ,Turismo,11,5,21,1,1,2,4,9.09,20.0,9.52,10.81
2021,CFB,Administração,22,14,5,3,0,0,3,13.64,0.0,0.0,7.32
2021,CFB,Ciências Econômicas,18,15,17,5,4,4,13,27.78,26.67,23.53,26.0
2021,CFB,Direito,24,11,9,1,0,0,1,4.17,0.0,0.0,2.27
2021,CFB,Geografia,4,9,40,0,2,8,10,0.0,22.22,20.0,18.87
2021,CFB,Medicina,21,14,5,2,3,2,7,9.52,21.43,40.0,17.5
2021,CFB,Nutrição,16,7,12,2,1,3,6,12.5,14.29,25.0,17.14
2021,CFB,Pedagogia,17,20,52,1,3,8,12,5.88,15.0,15.38,13.48
2021,CFB,Serviço Social,5,9,25,0,3,6,9,0.0,33.33,24.0,23.08
2021,CMCR,Administração,17,14,10,1,1,1,3,5.88,7.14,10.0,7.32
2021,CMCR,Agronomia,23,12,9,2,3,3,8,8.7,25.0,33.33,18.18
2021,CMCR,Ciências Contábeis,21,17,5,3,3,1,7,14.29,17.65,20.0,16.28
2021,CMCR,Direito,23,10,11,1,3,3,7,4.35,30.0,27.27,15.91
2021,CMCR,Educação Física,17,16,31,3,2,7,12,17.65,12.5,22.58,18.75
2021,CMCR,Geografia,4,2,18,2,0,9,11,50.0,0.0,50.0,45.83
2021,CMCR,História,7,3,48,4,1,22,27,57.14,33.33,45.83,46.55
2021,CMCR,Letras - Língua Portuguesa e Respectivas Literaturas e Língua Alemã,1,0,11,1,0,5,6,100.0,0.0,45.45,50.0
2021,CMCR,Letras - Língua Portuguesa e Respectivas Literaturas e Língua Espanhola,7,1,5,1,1,3,5,14.29,100.0,60.0,38.46
2021,CMCR,Letras - Língua Portuguesa e Respetivas Literaturas e Língua Inglesa,8,3,4,2,1,2,5,25.0,33.33,50.0,33.33
2021,CMCR,Zootecnia,22,7,11,2,0,2,4,9.09,0.0,18.18,10.0
